txn_id,user_id,timestamp,amount,device_id,city,hour,device_change,geo_change,if_score,if_label,flag
T00317,U1035,22-09-2025 07:07,232,D22,CityE,7,0,0,0.200139132,1,0
T00318,U1011,22-09-2025 06:12,121,D18,CityE,6,0,0,0.16045799,1,0
T00319,U1014,22-09-2025 02:39,176,D23,CityB,2,0,0,0.184103092,1,0
T00320,U1043,22-09-2025 05:56,269,D2,CityE,5,0,0,0.155136677,1,0
T00321,U1068,21-09-2025 22:39,155,D29,CityA,22,0,0,0.155496905,1,0
T00322,U1083,22-09-2025 11:13,193,D6,CityA,11,0,0,0.229129737,1,0
T00323,U1088,22-09-2025 20:15,240,D1,CityD,20,0,0,0.205861719,1,0
T00324,U1055,22-09-2025 06:31,137,D23,CityC,6,0,0,0.18206964,1,0
T00325,U1009,21-09-2025 22:45,203,D10,CityD,22,0,0,0.18394727,1,0
T00326,U1093,22-09-2025 00:29,135,D5,CityD,0,0,0,0.090077104,1,0
T00327,U1007,22-09-2025 11:48,158,D20,CityD,11,0,0,0.220558651,1,0
T00328,U1036,22-09-2025 05:33,226,D12,CityE,5,0,0,0.2082275,1,0
T00329,U1048,22-09-2025 17:15,218,D15,CityD,17,0,0,0.232723568,1,0
T00330,U1060,21-09-2025 21:49,264,D14,CityB,21,0,0,0.169780193,1,0
T00331,U1072,22-09-2025 09:44,193,D21,CityC,9,0,0,0.221413464,1,0
T00332,U1068,21-09-2025 23:28,148,D19,CityD,23,0,0,0.120735072,1,0
T00333,U1019,22-09-2025 20:40,206,D25,CityC,20,0,0,0.216549364,1,0
T00334,U1049,22-09-2025 05:13,222,D6,CityD,5,0,0,0.210041471,1,0
T00335,U1022,21-09-2025 21:43,255,D10,CityD,21,0,0,0.18249188,1,0
T00336,U1007,22-09-2025 20:16,148,D1,CityE,20,0,0,0.190110453,1,0
T00337,U1095,22-09-2025 02:37,194,D18,CityA,2,0,0,0.18840185,1,0
T00338,U1025,22-09-2025 17:51,198,D8,CityA,17,0,0,0.230238809,1,0
T00339,U1075,21-09-2025 23:42,230,D14,CityE,23,0,0,0.158992332,1,0
T00340,U1047,22-09-2025 12:37,207,D26,CityD,12,0,0,0.234722294,1,0
T00341,U1065,22-09-2025 20:59,250,D9,CityE,20,0,0,0.185327369,1,0
T00342,U1076,22-09-2025 03:55,187,D11,CityD,3,0,0,0.191173417,1,0
T00343,U1097,22-09-2025 06:41,259,D6,CityB,6,0,0,0.173152375,1,0
T00344,U1081,22-09-2025 18:04,138,D23,CityC,18,0,0,0.18678378,1,0
T00345,U1074,22-09-2025 06:00,248,D21,CityA,6,0,0,0.183165986,1,0
T00346,U1075,22-09-2025 11:38,133,D15,CityE,11,0,0,0.188200365,1,0
T00347,U1018,22-09-2025 06:19,122,D17,CityC,6,0,0,0.160740246,1,0
T00348,U1043,21-09-2025 21:21,184,D11,CityC,21,0,0,0.203955699,1,0
T00349,U1071,22-09-2025 13:02,165,D3,CityE,13,0,0,0.220853464,1,0
T00350,U1025,22-09-2025 19:50,312,D2,CityD,19,0,0,0.078490845,1,0
T00351,U1092,22-09-2025 05:11,130,D5,CityD,5,0,0,0.164914795,1,0
T00352,U1099,22-09-2025 11:35,117,D16,CityB,11,0,0,0.172894113,1,0
T00353,U1042,21-09-2025 21:26,237,D25,CityD,21,0,0,0.198393348,1,0
T00354,U1074,22-09-2025 06:07,214,D4,CityE,6,0,0,0.219004811,1,0
T00355,U1012,22-09-2025 05:26,198,D16,CityE,5,0,0,0.216170178,1,0
T00356,U1051,22-09-2025 13:04,152,D29,CityD,13,0,0,0.205686506,1,0
T00357,U1034,22-09-2025 10:56,212,D2,CityA,10,0,0,0.235418527,1,0
T00358,U1076,22-09-2025 06:55,176,D25,CityC,6,0,0,0.215766905,1,0
T00359,U1006,22-09-2025 13:20,205,D7,CityA,13,0,0,0.235313533,1,0
T00360,U1041,22-09-2025 01:26,133,D24,CityD,1,0,0,0.118926792,1,0
T00361,U1083,22-09-2025 08:36,211,D24,CityE,8,0,0,0.214869433,1,0
T00362,U1046,22-09-2025 19:50,268,D23,CityE,19,0,0,0.173740988,1,0
T00363,U1085,22-09-2025 11:14,228,D24,CityB,11,0,0,0.218772148,1,0
T00364,U1041,22-09-2025 18:36,258,D16,CityA,18,0,0,0.190370202,1,0
T00365,U1025,22-09-2025 03:08,253,D4,CityD,3,0,0,0.15695661,1,0
T00366,U1038,22-09-2025 13:01,154,D18,CityC,13,0,0,0.206989403,1,0
T00367,U1035,22-09-2025 00:35,142,D17,CityC,0,0,0,0.101653388,1,0
T00368,U1097,22-09-2025 08:20,187,D21,CityA,8,0,0,0.212713215,1,0
T00369,U1021,21-09-2025 21:34,261,D11,CityB,21,0,0,0.17431434,1,0
T00370,U1072,22-09-2025 06:22,281,D29,CityA,6,0,0,0.140487814,1,0
T00371,U1024,22-09-2025 20:42,220,D3,CityB,20,0,0,0.215342802,1,0
T00372,U1038,22-09-2025 14:23,161,D11,CityD,14,0,0,0.2232184,1,0
T00373,U1045,21-09-2025 23:29,228,D7,CityE,23,0,0,0.158119304,1,0
T00374,U1035,21-09-2025 23:03,281,D1,CityD,23,0,0,0.082987808,1,0
T00375,U1002,22-09-2025 06:37,128,D7,CityD,6,0,0,0.169503011,1,0
T00376,U1012,22-09-2025 09:27,138,D2,CityD,9,0,0,0.184949261,1,0
T00377,U1004,21-09-2025 22:40,132,D8,CityB,22,0,0,0.133034434,1,0
T00378,U1066,22-09-2025 09:47,241,D29,CityB,9,0,0,0.193131483,1,0
T00379,U1002,22-09-2025 01:34,192,D6,CityA,1,0,0,0.15679096,1,0
T00380,U1034,22-09-2025 14:32,173,D20,CityD,14,0,0,0.232879015,1,0
T00381,U1057,22-09-2025 19:58,226,D25,CityB,19,0,0,0.230496996,1,0
T00382,U1061,22-09-2025 07:08,153,D23,CityD,7,0,0,0.19302872,1,0
T00383,U1016,22-09-2025 04:13,198,D13,CityD,4,0,0,0.207688005,1,0
T00384,U1004,22-09-2025 14:41,219,D24,CityD,14,0,0,0.234333531,1,0
T00385,U1064,22-09-2025 17:12,315,D18,CityA,17,0,0,0.08018248,1,0
T00386,U1015,22-09-2025 09:09,219,D20,CityB,9,0,0,0.219327955,1,0
T00387,U1013,21-09-2025 23:49,165,D9,CityE,23,0,0,0.14211918,1,0
T00388,U1001,22-09-2025 19:29,141,D9,CityA,19,0,0,0.193435342,1,0
T00389,U1074,22-09-2025 16:48,209,D18,CityC,16,0,0,0.239235127,1,0
T00390,U1021,22-09-2025 08:55,195,D22,CityD,8,0,0,0.215879094,1,0
T00391,U1011,22-09-2025 19:20,204,D3,CityB,19,0,0,0.228722474,1,0
T00392,U1029,22-09-2025 14:18,195,D3,CityD,14,0,0,0.241292353,1,0
T00393,U1013,21-09-2025 22:56,140,D2,CityC,22,0,0,0.14153648,1,0
T00394,U1081,22-09-2025 19:58,182,D18,CityB,19,0,0,0.232078578,1,0
T00395,U1024,22-09-2025 10:48,101,D14,CityA,10,0,0,0.148949385,1,0
T00396,U1079,22-09-2025 15:21,189,D29,CityD,15,0,0,0.232523839,1,0
T00397,U1002,22-09-2025 19:52,225,D2,CityE,19,0,0,0.230435415,1,0
T00398,U1097,22-09-2025 09:08,249,D15,CityD,9,0,0,0.177037697,1,0
T00399,U1044,22-09-2025 10:11,196,D13,CityD,10,0,0,0.230783664,1,0
T00400,U1017,22-09-2025 03:39,224,D6,CityE,3,0,0,0.187910631,1,0
T00401,U1042,22-09-2025 11:52,151,D19,CityE,11,0,0,0.20583023,1,0
T00402,U1082,22-09-2025 01:36,220,D25,CityB,1,0,0,0.142983958,1,0
T00403,U1010,22-09-2025 15:06,125,D23,CityC,15,0,0,0.175959416,1,0
T00404,U1008,22-09-2025 00:24,244,D9,CityD,0,0,0,0.092639089,1,0
T00405,U1061,22-09-2025 03:22,227,D1,CityD,3,0,0,0.184168443,1,0
T00406,U1003,22-09-2025 20:55,153,D17,CityE,20,0,0,0.19654198,1,0
T00407,U1051,22-09-2025 01:10,247,D18,CityE,1,0,0,0.106629662,1,0
T00408,U1062,22-09-2025 07:47,221,D29,CityC,7,0,0,0.212296371,1,0
T00409,U1006,22-09-2025 09:36,134,D29,CityE,9,0,0,0.177184335,1,0
T00410,U1054,22-09-2025 06:59,196,D27,CityE,6,0,0,0.225209275,1,0
T00411,U1078,22-09-2025 10:58,150,D5,CityA,10,0,0,0.205705925,1,0
T00412,U1012,21-09-2025 21:17,228,D18,CityE,21,0,0,0.204595402,1,0
T00413,U1084,22-09-2025 01:46,130,D11,CityE,1,0,0,0.11705083,1,0
T00414,U1051,22-09-2025 03:23,161,D21,CityB,3,0,0,0.175487527,1,0
T00415,U1067,22-09-2025 17:45,236,D3,CityA,17,0,0,0.224564539,1,0
T00416,U1092,22-09-2025 06:28,138,D6,CityB,6,0,0,0.186289989,1,0
T00417,U1020,22-09-2025 19:56,223,D2,CityD,19,0,0,0.229263598,1,0
T00418,U1047,22-09-2025 03:06,208,D10,CityB,3,0,0,0.200384748,1,0
T00419,U1057,22-09-2025 03:04,229,D23,CityB,3,0,0,0.183364465,1,0
T00420,U1007,22-09-2025 18:28,225,D8,CityA,18,0,0,0.231496397,1,0
T00421,U1078,22-09-2025 18:20,250,D5,CityD,18,0,0,0.191857868,1,0
T00422,U1064,22-09-2025 07:38,193,D8,CityE,7,0,0,0.22395732,1,0
T00423,U1071,21-09-2025 23:02,181,D24,CityC,23,0,0,0.151576329,1,0
T00424,U1023,21-09-2025 21:51,209,D20,CityE,21,0,0,0.207166478,1,0
T00425,U1057,22-09-2025 08:05,146,D5,CityB,8,0,0,0.18556708,1,0
T00426,U1037,21-09-2025 22:58,111,D16,CityD,22,0,0,0.102144444,1,0
T00427,U1080,22-09-2025 04:05,230,D2,CityB,4,0,0,0.193470026,1,0
T00428,U1066,21-09-2025 23:54,265,D4,CityA,23,0,0,0.118889241,1,0
T00429,U1040,22-09-2025 20:02,248,D10,CityE,20,0,0,0.1938221,1,0
T00430,U1035,22-09-2025 04:01,197,D8,CityB,4,0,0,0.207410169,1,0
T00431,U1012,22-09-2025 10:58,237,D28,CityB,10,0,0,0.213616348,1,0
T00432,U1010,21-09-2025 22:02,229,D17,CityB,22,0,0,0.18710283,1,0
T00433,U1054,21-09-2025 23:16,243,D26,CityA,23,0,0,0.143910243,1,0
T00434,U1021,22-09-2025 03:34,93,D20,CityE,3,0,0,0.076955091,1,0
T00435,U1043,22-09-2025 01:44,215,D3,CityB,1,0,0,0.145197094,1,0
T00436,U1031,22-09-2025 04:36,240,D7,CityA,4,0,0,0.176208472,1,0
T00437,U1011,22-09-2025 19:03,241,D21,CityD,19,0,0,0.217320575,1,0
T00438,U1095,22-09-2025 01:15,159,D22,CityC,1,0,0,0.14619981,1,0
T00439,U1088,22-09-2025 19:29,219,D27,CityB,19,0,0,0.229238928,1,0
T00440,U1094,22-09-2025 08:43,167,D23,CityD,8,0,0,0.204942844,1,0
T00441,U1076,22-09-2025 06:55,240,D3,CityC,6,0,0,0.188632929,1,0
T00442,U1022,22-09-2025 13:31,242,D7,CityD,13,0,0,0.211550623,1,0
T00443,U1024,22-09-2025 15:16,193,D16,CityA,15,0,0,0.231248909,1,0
T00444,U1004,22-09-2025 18:09,138,D4,CityC,18,0,0,0.18678378,1,0
T00445,U1095,22-09-2025 18:06,135,D21,CityC,18,0,0,0.177397659,1,0
T00446,U1026,22-09-2025 13:30,253,D16,CityE,13,0,0,0.193774595,1,0
T00447,U1008,22-09-2025 10:18,127,D19,CityC,10,0,0,0.184008424,1,0
T00448,U1057,22-09-2025 05:50,144,D29,CityD,5,0,0,0.180687388,1,0
T00449,U1019,22-09-2025 15:43,177,D6,CityE,15,0,0,0.225542092,1,0
T00450,U1053,22-09-2025 13:41,182,D21,CityB,13,0,0,0.225889498,1,0
T00451,U1037,22-09-2025 01:00,179,D17,CityD,1,0,0,0.158170506,1,0
T00452,U1092,22-09-2025 12:24,140,D24,CityE,12,0,0,0.195294687,1,0
T00453,U1079,22-09-2025 02:24,187,D24,CityB,2,0,0,0.183406034,1,0
T00454,U1029,22-09-2025 16:19,205,D28,CityD,16,0,0,0.234578119,1,0
T00455,U1018,22-09-2025 08:57,255,D6,CityE,8,0,0,0.17309316,1,0
T00456,U1030,22-09-2025 16:48,167,D19,CityE,16,0,0,0.226031738,1,0
T00457,U1099,21-09-2025 23:56,156,D20,CityA,23,0,0,0.133036115,1,0
T00458,U1091,22-09-2025 14:39,239,D11,CityA,14,0,0,0.221764154,1,0
T00459,U1044,22-09-2025 01:09,196,D15,CityC,1,0,0,0.159274195,1,0
T00460,U1014,22-09-2025 06:50,313,D14,CityD,6,0,0,0.068786054,1,0
T00461,U1074,22-09-2025 14:45,217,D3,CityE,14,0,0,0.234538948,1,0
T00462,U1093,22-09-2025 16:57,202,D13,CityA,16,0,0,0.235765179,1,0
T00463,U1050,22-09-2025 19:34,176,D19,CityE,19,0,0,0.228242199,1,0
T00464,U1092,22-09-2025 08:04,120,D20,CityA,8,0,0,0.161084326,1,0
T00465,U1020,22-09-2025 07:59,144,D4,CityB,7,0,0,0.189974687,1,0
T00466,U1034,22-09-2025 07:29,197,D25,CityD,7,0,0,0.221392583,1,0
T00467,U1069,21-09-2025 22:22,176,D25,CityD,22,0,0,0.17592819,1,0
T00468,U1023,22-09-2025 08:19,182,D21,CityD,8,0,0,0.212239777,1,0
T00469,U1029,21-09-2025 21:52,152,D14,CityB,21,0,0,0.176471831,1,0
T00470,U1079,22-09-2025 05:54,152,D10,CityA,5,0,0,0.187020755,1,0
T00471,U1076,22-09-2025 03:26,208,D11,CityD,3,0,0,0.200384748,1,0
T00472,U1081,22-09-2025 18:45,191,D25,CityE,18,0,0,0.232756129,1,0
T00473,U1067,22-09-2025 04:33,191,D15,CityB,4,0,0,0.209090393,1,0
T00474,U1031,22-09-2025 12:55,205,D20,CityE,12,0,0,0.233638792,1,0
T00475,U1041,22-09-2025 16:52,227,D5,CityB,16,0,0,0.236132,1,0
T00476,U1020,22-09-2025 03:09,262,D3,CityB,3,0,0,0.137659311,1,0
T00477,U1036,22-09-2025 10:34,223,D12,CityA,10,0,0,0.228357536,1,0
T00478,U1060,21-09-2025 23:44,198,D18,CityE,23,0,0,0.161408534,1,0
T00479,U1067,22-09-2025 07:01,213,D1,CityA,7,0,0,0.216411004,1,0
T00480,U1023,21-09-2025 23:45,170,D2,CityD,23,0,0,0.147178133,1,0
T00481,U1057,22-09-2025 10:01,211,D2,CityB,10,0,0,0.235690596,1,0
T00482,U1064,22-09-2025 07:17,271,D5,CityB,7,0,0,0.155868483,1,0
T00483,U1021,22-09-2025 17:23,177,D16,CityC,17,0,0,0.229554316,1,0
T00484,U1038,22-09-2025 10:05,300,D24,CityD,10,0,0,0.108716659,1,0
T00485,U1058,22-09-2025 08:01,167,D20,CityB,8,0,0,0.204942844,1,0
T00486,U1067,22-09-2025 15:09,160,D22,CityE,15,0,0,0.2181489,1,0
T00487,U1078,22-09-2025 18:06,181,D9,CityB,18,0,0,0.232734626,1,0
T00488,U1027,22-09-2025 15:31,225,D2,CityA,15,0,0,0.228812824,1,0
T00489,U1002,22-09-2025 18:49,190,D6,CityD,18,0,0,0.233261233,1,0
T00490,U1022,22-09-2025 16:43,359,D18,CityC,16,0,0,0.018263022,1,0
T00491,U1018,22-09-2025 07:35,173,D8,CityD,7,0,0,0.208758276,1,0
T00492,U1091,22-09-2025 15:10,174,D5,CityE,15,0,0,0.225396745,1,0
T00493,U1071,22-09-2025 16:08,238,D8,CityB,16,0,0,0.225068022,1,0
T00494,U1041,22-09-2025 07:44,190,D6,CityD,7,0,0,0.221659707,1,0
T00495,U1001,22-09-2025 04:36,183,D8,CityE,4,0,0,0.208751109,1,0
T00496,U1031,22-09-2025 12:42,179,D11,CityE,12,0,0,0.226248618,1,0
T00497,U1003,22-09-2025 16:09,217,D23,CityA,16,0,0,0.232757876,1,0
T00498,U1062,22-09-2025 08:38,172,D21,CityE,8,0,0,0.205092933,1,0
T00499,U1029,22-09-2025 12:13,140,D27,CityE,12,0,0,0.195294687,1,0
T00500,U1024,21-09-2025 23:13,187,D4,CityA,23,0,0,0.152287623,1,0
T00501,U1019,22-09-2025 18:21,209,D29,CityD,18,0,0,0.234183475,1,0
T00502,U1092,22-09-2025 04:06,182,D6,CityB,4,0,0,0.2089436,1,0
T00503,U1005,22-09-2025 14:02,184,D15,CityD,14,0,0,0.239698586,1,0
T00504,U1072,22-09-2025 05:35,102,D2,CityC,5,0,0,0.126052088,1,0
T00505,U1075,22-09-2025 05:02,227,D24,CityB,5,0,0,0.204347643,1,0
T00506,U1061,22-09-2025 14:15,158,D3,CityD,14,0,0,0.224438984,1,0
T00507,U1033,22-09-2025 05:21,280,D25,CityA,5,0,0,0.139091196,1,0
T00508,U1068,22-09-2025 16:20,183,D15,CityC,16,0,0,0.229511789,1,0
T00509,U1034,21-09-2025 21:44,175,D3,CityD,21,0,0,0.205230002,1,0
T00510,U1046,22-09-2025 01:11,214,D9,CityD,1,0,0,0.148751337,1,0
T00511,U1000,22-09-2025 17:05,243,D4,CityB,17,0,0,0.212446117,1,0
T00512,U1024,22-09-2025 02:10,132,D15,CityE,2,0,0,0.139077648,1,0
T00513,U1098,22-09-2025 15:18,272,D4,CityD,15,0,0,0.174469053,1,0
T00514,U1016,22-09-2025 15:23,174,D3,CityD,15,0,0,0.225396745,1,0
T00515,U1076,22-09-2025 18:34,242,D27,CityC,18,0,0,0.213904191,1,0
T00516,U1090,22-09-2025 06:21,217,D14,CityD,6,0,0,0.216968953,1,0
T00517,U1071,22-09-2025 00:05,265,D27,CityD,0,0,0,0.063651209,1,0
T00518,U1024,22-09-2025 07:06,181,D14,CityB,7,0,0,0.215070999,1,0
T00519,U1086,22-09-2025 00:03,227,D28,CityD,0,0,0,0.106289362,1,0
T00520,U1044,22-09-2025 20:06,244,D9,CityC,20,0,0,0.198643292,1,0
T00521,U1018,22-09-2025 17:56,216,D29,CityD,17,0,0,0.232137964,1,0
T00522,U1039,22-09-2025 03:19,167,D9,CityA,3,0,0,0.192680932,1,0
T00523,U1051,22-09-2025 04:13,119,D27,CityA,4,0,0,0.146734678,1,0
T00524,U1067,21-09-2025 22:32,238,D28,CityB,22,0,0,0.180974663,1,0
T00525,U1085,22-09-2025 18:24,236,D12,CityC,18,0,0,0.221411245,1,0
T00526,U1010,22-09-2025 20:53,167,D18,CityE,20,0,0,0.216511627,1,0
T00527,U1020,21-09-2025 22:31,217,D1,CityE,22,0,0,0.185480596,1,0
T00528,U1072,22-09-2025 18:49,258,D4,CityC,18,0,0,0.190370202,1,0
T00529,U1080,21-09-2025 22:33,174,D22,CityD,22,0,0,0.17325431,1,0
T00530,U1045,22-09-2025 15:34,212,D9,CityC,15,0,0,0.238635185,1,0
T00531,U1025,22-09-2025 00:57,271,D19,CityD,0,0,0,0.05279184,1,0
T00532,U1054,22-09-2025 09:17,186,D28,CityD,9,0,0,0.220111331,1,0
T00533,U1021,22-09-2025 15:52,189,D9,CityA,15,0,0,0.232523839,1,0
T00534,U1071,22-09-2025 12:13,112,D6,CityA,12,0,0,0.154794581,1,0
T00535,U1081,22-09-2025 05:41,169,D8,CityC,5,0,0,0.208205276,1,0
T00536,U1064,22-09-2025 07:48,198,D13,CityA,7,0,0,0.222292104,1,0
T00537,U1098,22-09-2025 01:42,124,D24,CityA,1,0,0,0.103748259,1,0
T00538,U1012,22-09-2025 09:53,238,D17,CityA,9,0,0,0.198527107,1,0
T00539,U1061,22-09-2025 16:59,175,D7,CityE,16,0,0,0.226095869,1,0
T00540,U1048,22-09-2025 02:14,238,D10,CityC,2,0,0,0.152895993,1,0
T00541,U1053,22-09-2025 19:21,161,D9,CityA,19,0,0,0.215484545,1,0
T00542,U1087,22-09-2025 09:45,190,D27,CityA,9,0,0,0.221853104,1,0
T00543,U1038,22-09-2025 08:50,180,D1,CityD,8,0,0,0.209346033,1,0
T00544,U1018,22-09-2025 06:51,167,D8,CityE,6,0,0,0.213997554,1,0
T00545,U1011,22-09-2025 13:11,252,D28,CityB,13,0,0,0.192627901,1,0
T00546,U1068,21-09-2025 21:02,151,D27,CityE,21,0,0,0.175148861,1,0
T00547,U1046,21-09-2025 22:25,280,D2,CityD,22,0,0,0.119664087,1,0
T00548,U1093,22-09-2025 16:12,244,D4,CityB,16,0,0,0.214994223,1,0
T00549,U1018,22-09-2025 11:18,245,D12,CityB,11,0,0,0.19647639,1,0
T00550,U1014,22-09-2025 14:59,205,D2,CityE,14,0,0,0.240868434,1,0
T00551,U1073,22-09-2025 05:41,195,D18,CityC,5,0,0,0.215903829,1,0
T00552,U1072,22-09-2025 11:42,200,D28,CityC,11,0,0,0.234034286,1,0
T00553,U1083,22-09-2025 12:18,210,D3,CityB,12,0,0,0.231719432,1,0
T00554,U1080,22-09-2025 13:40,284,D12,CityC,13,0,0,0.140270767,1,0
T00555,U1064,21-09-2025 23:01,239,D17,CityA,23,0,0,0.148107766,1,0
T00556,U1022,22-09-2025 16:36,190,D6,CityD,16,0,0,0.231817571,1,0
T00557,U1020,22-09-2025 13:37,292,D23,CityA,13,0,0,0.117289296,1,0
T00558,U1052,22-09-2025 17:40,162,D28,CityD,17,0,0,0.220030163,1,0
T00559,U1097,22-09-2025 06:13,309,D9,CityC,6,0,0,0.072454392,1,0
T00560,U1047,21-09-2025 21:17,131,D27,CityA,21,0,0,0.15286514,1,0
T00561,U1099,22-09-2025 06:25,269,D28,CityE,6,0,0,0.160984969,1,0
T00562,U1006,22-09-2025 00:25,354,D24,CityA,0,0,0,-0.03606944,-1,1
T00563,U1064,22-09-2025 19:43,211,D18,CityD,19,0,0,0.233099274,1,0
T00564,U1034,22-09-2025 05:10,94,D27,CityC,5,0,0,0.092458607,1,0
T00565,U1048,21-09-2025 23:25,205,D16,CityD,23,0,0,0.158166755,1,0
T00566,U1055,22-09-2025 20:42,259,D1,CityD,20,0,0,0.182240959,1,0
T00567,U1049,22-09-2025 08:39,200,D11,CityE,8,0,0,0.214269406,1,0
T00568,U1003,21-09-2025 23:22,176,D14,CityC,23,0,0,0.152524063,1,0
T00569,U1063,22-09-2025 06:56,119,D29,CityE,6,0,0,0.159891884,1,0
T00570,U1029,22-09-2025 00:07,155,D26,CityE,0,0,0,0.107562382,1,0
T00571,U1036,22-09-2025 19:56,234,D4,CityB,19,0,0,0.222221274,1,0
T00572,U1072,22-09-2025 20:36,183,D13,CityC,20,0,0,0.218674238,1,0
T00573,U1046,22-09-2025 00:38,331,D13,CityE,0,0,0,-0.015549496,-1,1
T00574,U1086,22-09-2025 07:34,109,D10,CityB,7,0,0,0.149614302,1,0
T00575,U1031,22-09-2025 14:00,201,D12,CityE,14,0,0,0.242770197,1,0
T00576,U1043,22-09-2025 16:56,133,D4,CityC,16,0,0,0.178593002,1,0
T00577,U1000,22-09-2025 10:55,191,D15,CityB,10,0,0,0.230547784,1,0
T00578,U1010,22-09-2025 01:58,144,D29,CityA,1,0,0,0.134754016,1,0
T00579,U1098,22-09-2025 18:07,255,D26,CityC,18,0,0,0.191923725,1,0
T00580,U1036,22-09-2025 14:32,297,D8,CityD,14,0,0,0.108256042,1,0
T00581,U1004,22-09-2025 08:24,123,D27,CityE,8,0,0,0.164070878,1,0
T00582,U1097,22-09-2025 14:19,212,D13,CityD,14,0,0,0.240370501,1,0
T00583,U1020,22-09-2025 14:54,166,D24,CityD,14,0,0,0.230779424,1,0
T00584,U1040,22-09-2025 18:03,203,D12,CityA,18,0,0,0.229915966,1,0
T00585,U1018,22-09-2025 09:18,210,D6,CityB,9,0,0,0.225386934,1,0
T00586,U1099,22-09-2025 03:51,182,D1,CityC,3,0,0,0.194260105,1,0
T00587,U1074,22-09-2025 19:02,268,D21,CityC,19,0,0,0.173740988,1,0
T00588,U1081,22-09-2025 07:38,158,D15,CityD,7,0,0,0.197438073,1,0
T00589,U1006,22-09-2025 19:56,190,D20,CityE,19,0,0,0.230596751,1,0
T00590,U1080,22-09-2025 12:21,192,D1,CityC,12,0,0,0.230911969,1,0
T00591,U1062,22-09-2025 18:12,229,D14,CityE,18,0,0,0.228188689,1,0
T00592,U1030,22-09-2025 14:37,52,D18,CityE,14,0,0,0.022229007,1,0
T00593,U1085,22-09-2025 14:20,161,D21,CityD,14,0,0,0.2232184,1,0
T00594,U1065,22-09-2025 05:00,220,D3,CityA,5,0,0,0.211737597,1,0
T00595,U1093,21-09-2025 21:12,173,D7,CityC,21,0,0,0.204667417,1,0
T00596,U1064,22-09-2025 05:12,242,D5,CityA,5,0,0,0.184048101,1,0
T00597,U1014,22-09-2025 00:25,240,D9,CityA,0,0,0,0.094952764,1,0
T00598,U1035,22-09-2025 13:48,237,D8,CityA,13,0,0,0.21829567,1,0
T00599,U1033,21-09-2025 22:51,117,D6,CityC,22,0,0,0.110182295,1,0
T00600,U1098,22-09-2025 10:10,118,D14,CityD,10,0,0,0.177696423,1,0
T00601,U1076,22-09-2025 19:44,105,D8,CityA,19,0,0,0.136373883,1,0
T00602,U1033,22-09-2025 16:04,210,D16,CityD,16,0,0,0.239414332,1,0
T00603,U1065,21-09-2025 22:44,119,D28,CityB,22,0,0,0.110533642,1,0
T00604,U1038,22-09-2025 06:37,161,D23,CityC,6,0,0,0.198461749,1,0
T00605,U1092,22-09-2025 10:59,208,D21,CityE,10,0,0,0.237420468,1,0
T00606,U1020,22-09-2025 02:09,260,D19,CityA,2,0,0,0.115260331,1,0
T00607,U1024,21-09-2025 23:57,200,D10,CityB,23,0,0,0.160063659,1,0
T00608,U1099,22-09-2025 11:59,250,D20,CityD,11,0,0,0.189511105,1,0
T00609,U1031,22-09-2025 09:37,121,D21,CityD,9,0,0,0.163876093,1,0
T00610,U1076,22-09-2025 19:00,189,D8,CityB,19,0,0,0.228645944,1,0
T00611,U1011,22-09-2025 08:55,165,D2,CityC,8,0,0,0.205026922,1,0
T00612,U1075,22-09-2025 06:39,179,D25,CityA,6,0,0,0.217021806,1,0
T00613,U1092,21-09-2025 22:07,247,D23,CityB,22,0,0,0.168152629,1,0
T00614,U1007,21-09-2025 21:05,148,D5,CityD,21,0,0,0.17518176,1,0
T00615,U1063,22-09-2025 04:35,186,D19,CityA,4,0,0,0.207853159,1,0
T00616,U1026,22-09-2025 17:47,161,D4,CityD,17,0,0,0.21580114,1,0
T00617,U1081,22-09-2025 18:24,242,D16,CityD,18,0,0,0.213904191,1,0
T00618,U1050,21-09-2025 23:08,193,D26,CityB,23,0,0,0.155781383,1,0
T00619,U1028,22-09-2025 06:18,271,D10,CityE,6,0,0,0.161042391,1,0
T00620,U1020,22-09-2025 18:00,246,D5,CityA,18,0,0,0.207949729,1,0
T00621,U1023,22-09-2025 15:15,204,D9,CityE,15,0,0,0.233451876,1,0
T00622,U1083,22-09-2025 15:45,209,D12,CityE,15,0,0,0.237507342,1,0
T00623,U1041,21-09-2025 23:30,78,D9,CityC,23,0,0,0.03041752,1,0
T00624,U1046,21-09-2025 23:39,198,D14,CityC,23,0,0,0.161408534,1,0
T00625,U1070,22-09-2025 15:25,261,D2,CityA,15,0,0,0.186069851,1,0
T00626,U1072,22-09-2025 17:52,183,D22,CityA,17,0,0,0.234112029,1,0
T00627,U1099,22-09-2025 13:16,122,D24,CityD,13,0,0,0.175714524,1,0
T00628,U1017,22-09-2025 14:41,240,D6,CityD,14,0,0,0.222403902,1,0
T00629,U1043,22-09-2025 06:28,154,D4,CityE,6,0,0,0.196215487,1,0
T00630,U1098,22-09-2025 13:00,231,D17,CityB,13,0,0,0.220853459,1,0
T00631,U1052,22-09-2025 03:25,123,D22,CityA,3,0,0,0.133969951,1,0
T00632,U1099,22-09-2025 19:46,143,D3,CityA,19,0,0,0.197141738,1,0
T00633,U1002,22-09-2025 06:42,320,D24,CityE,6,0,0,0.061728227,1,0
